Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
585316,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,76652,Married,Nova,15956.52,Standard,2017,8,,
268129,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,56692,Single,Nova,15978.91,Standard,2017,2,,
506252,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64763,Married,Nova,16005.51,Standard,2017,8,,
203306,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,49343,Divorced,Nova,5321.11,2018 Promotion,2018,3,,
694241,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,76349,Married,Nova,16069.95,Standard,2015,3,,
297306,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,89745,Married,Nova,16138.42,Standard,2016,6,,
814894,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,53561,Married,Nova,16159.54,Standard,2018,7,,
220892,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,79023,Single,Nova,16172.94,Standard,2016,5,,
387307,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Nova,5395.35,2018 Promotion,2018,2,,
725835,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,55457,Married,Nova,16224.54,Standard,2014,4,,
894322,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,50954,Married,Nova,16229.65,Standard,2017,5,,
137646,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47424,Married,Nova,16256.81,Standard,2012,10,,
712874,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,62399,Single,Nova,16261.17,Standard,2016,2,2016,10
828967,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,76284,Married,Nova,16261.59,Standard,2013,1,,
344413,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94341,Married,Nova,16265.59,Standard,2012,7,,
968253,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,16280.2,Standard,2016,8,,
167578,Canada,Alberta,Edmonton,T9G 1W3,Female,Master,100817,Married,Nova,16301.97,Standard,2012,7,,
648380,Canada,New Brunswick,Moncton,E1A 2A7,Female,Master,100817,Married,Nova,16301.97,Standard,2014,10,,
379836,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Nova,16313.68,Standard,2016,7,,
159397,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Nova,16350.13,Standard,2014,1,,
585975,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Nova,16350.13,Standard,2016,9,,
126424,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,80289,Divorced,Nova,16355.31,Standard,2015,3,,
149174,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Nova,16388.1,Standard,2018,10,,
975407,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,16388.1,Standard,2014,3,,
296097,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,48080,Single,Nova,16407.66,Standard,2015,10,2018,4
129827,Canada,Ontario,Ottawa,K1F 2R2,Female,Doctor,133881,Divorced,Nova,16460.08,Standard,2013,12,,
491643,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,52220,Married,Nova,16464.37,Standard,2018,8,,
175902,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,51978,Married,Nova,5403.55,2018 Promotion,2018,3,,
794625,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Divorced,Nova,16468.22,Standard,2012,11,,
106218,Canada,Ontario,Toronto,P1W 1K4,Male,Master,111106,Married,Nova,16473.17,Standard,2014,1,,
283437,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,111106,Married,Nova,16473.17,Standard,2014,5,,
631100,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,111106,Married,Nova,16473.17,Standard,2018,11,,
903534,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,111106,Married,Nova,16473.17,Standard,2014,12,,
955087,Canada,Ontario,Toronto,P2T 6G3,Female,Master,111106,Married,Nova,16473.17,Standard,2017,7,,
142434,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,73810,Divorced,Nova,16477.48,Standard,2016,5,2017,1
846458,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,73810,Divorced,Nova,16477.48,Standard,2017,7,,
473775,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,68366,Married,Nova,16477.77,Standard,2016,8,,
627354,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,98755,Married,Nova,16484.02,Standard,2015,4,,
131098,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,54851,Married,Nova,16510.97,Standard,2012,9,,
621823,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,54851,Married,Nova,16510.97,Standard,2018,1,,
750130,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,49771,Married,Nova,16525.38,Standard,2015,8,,
817069,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,74466,Married,Nova,5431.22,2018 Promotion,2018,3,,
949821,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,49168,Married,Nova,16570.09,Standard,2017,12,,
662936,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,74234,Married,Nova,16675.9,Standard,2012,7,,
985707,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,16702.7,Standard,2018,5,,
895080,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,78690,Divorced,Nova,16706.12,Standard,2018,10,,
424793,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Nova,16727.56,Standard,2016,2,,
106509,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54529,Married,Nova,16727.77,Standard,2017,4,2018,10
967443,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Nova,16728.34,Standard,2014,5,,
152355,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,97055,Married,Nova,16775.81,Standard,2012,6,,
511875,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,60005,Married,Nova,16794.31,Standard,2015,12,,
913156,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80770,Single,Nova,16796.34,Standard,2018,12,,
838634,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,72350,Divorced,Nova,16798.86,Standard,2016,9,,
404106,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,72438,Married,Nova,16874.33,Standard,2016,7,,
164192,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,70881,Married,Nova,16887.8,Standard,2016,10,,
777197,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,79924,Divorced,Nova,16909.93,Standard,2016,7,,
878240,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,60746,Married,Nova,16936.27,Standard,2014,3,,
122173,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,82761,Married,Nova,16973.74,Standard,2012,10,,
478108,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,84518,Married,Nova,5444.79,2018 Promotion,2018,3,,
292061,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,57587,Divorced,Nova,16979.8,Standard,2014,5,,
320377,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57587,Divorced,Nova,16979.8,Standard,2014,10,2015,6
936044,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,57587,Divorced,Nova,16979.8,Standard,2013,10,2014,3
353308,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,64117,Married,Nova,5500.58,2018 Promotion,2018,4,,
646399,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48369,Married,Nova,16985.5,Standard,2016,6,,
331560,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,97472,Married,Nova,17019.01,Standard,2015,2,,
363967,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Nova,5568.95,2018 Promotion,2018,4,,
465864,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,71870,Divorced,Nova,17029.89,Standard,2018,5,,
981427,Canada,Quebec,Montreal,H2T 2J6,Male,Doctor,202022,Married,Nova,17041.44,Standard,2012,9,,
277826,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,69772,Married,Nova,17103.79,Standard,2012,11,,
135257,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,51362,Single,Nova,5577.94,2018 Promotion,2018,3,,
715792,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,102826,Married,Nova,17263.64,Standard,2015,6,2018,5
175017,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Nova,17349.03,Standard,2016,11,,
564114,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,80381,Married,Nova,17367.27,Standard,2016,5,,
450125,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,62475,Married,Nova,17429.88,Standard,2016,4,2016,12
228896,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,91156,Married,Nova,17441.64,Standard,2013,8,,
271235,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Divorced,Nova,17497.52,Standard,2017,6,,
382252,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Divorced,Nova,17497.52,Standard,2016,9,,
626030,Canada,Ontario,London,M5B 3E4,Female,College,,Divorced,Nova,17497.52,Standard,2017,3,,
492973,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,85447,Married,Nova,5639.94,2018 Promotion,2018,2,,
290465,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,58405,Married,Nova,17556.99,Standard,2013,6,,
329910,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,81865,Divorced,Nova,17557.54,Standard,2018,6,,
503257,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,81865,Divorced,Nova,17557.54,Standard,2017,10,,
357059,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,37368,Single,Nova,5780.18,2018 Promotion,2018,4,,
507005,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,58908,Single,Nova,17646.73,Standard,2014,1,,
103490,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,65543,Single,Nova,17651.96,Standard,2013,7,,
922047,Canada,Ontario,Toronto,M8Y 4K8,Male,High School or Below,65543,Single,Nova,17651.96,Standard,2017,8,,
805902,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Nova,17666.57,Standard,2018,10,,
107119,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,92398,Single,Nova,17684.65,Standard,2013,4,,
584727,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,17712.21,Standard,2013,3,,
677901,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,17771.55,Standard,2016,6,2017,2
742666,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,17771.55,Standard,2018,10,,
270499,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,94987,Single,Nova,17776.82,Standard,2016,5,,
665454,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,104928,Single,Nova,17786.28,Standard,2018,10,,
126100,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,121261,Divorced,Nova,17790.41,Standard,2013,11,2014,7
761305,Canada,Quebec,Montreal,H4G 3T4,Male,Master,121261,Divorced,Nova,17790.41,Standard,2013,12,2014,1
568525,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,75952,Married,Nova,17816.68,Standard,2015,3,,
947763,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,63149,Single,Nova,17822.56,Standard,2018,5,,
994803,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,63149,Single,Nova,17822.56,Standard,2014,4,2015,1
667781,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Married,Nova,17840.2,Standard,2014,3,,
537013,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Single,Nova,17966.29,Standard,2014,1,,
978040,Canada,British Columbia,Kelowna,V09 2E9,Male,College,,Single,Nova,18039.11,Standard,2018,7,,
685518,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,58033,Married,Nova,18042.48,Standard,2017,6,2018,2
300623,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,74262,Single,Nova,18060.48,Standard,2013,3,2017,9
834943,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Nova,18065.27,Standard,2012,5,,
239605,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,82081,Married,Nova,18089.8,Standard,2014,11,,
365208,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,71194,Married,Nova,18211.14,Standard,2018,10,,
914044,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71194,Married,Nova,18211.14,Standard,2017,1,,
411586,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,88051,Married,Nova,18321.24,Standard,2016,3,,
472824,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,47411,Divorced,Nova,18321.87,Standard,2013,11,,
900083,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,47411,Divorced,Nova,18321.87,Standard,2013,3,,
911503,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,68245,Divorced,Nova,18370.57,Standard,2016,3,,
712426,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Nova,18399.83,Standard,2015,11,,
512097,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,76948,Married,Nova,18474.71,Standard,2016,8,,
643059,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,80131,Married,Nova,18522.29,Standard,2016,5,,
246187,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,52017,Married,Nova,18534.61,Standard,2016,9,,
333295,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,56850,Single,Nova,18544.3,Standard,2016,3,,
815643,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,55876,Married,Nova,18569.5,Standard,2016,2,,
688533,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,67855,Married,Nova,18635.9,Standard,2014,6,,
677329,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Nova,18688.31,Standard,2017,9,,
953448,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63942,Married,Nova,5792.67,2018 Promotion,2018,3,,
732808,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Nova,18708.76,Standard,2016,10,,
764595,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,18708.76,Standard,2015,5,,
738431,Canada,Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,75586,Single,Nova,18745.4,Standard,2014,2,,
334437,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,18767.55,Standard,2015,12,,
989746,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,18767.55,Standard,2012,7,,
476068,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,18853.74,Standard,2012,5,,
735263,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,18892.2,Standard,2016,5,,
739352,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Nova,18898.33,Standard,2013,10,,
201436,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,84736,Single,Nova,18929.33,Standard,2016,1,2017,5
380788,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,98888,Married,Nova,18938.54,Standard,2016,2,2018,2
380954,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,98888,Married,Nova,18938.54,Standard,2018,8,,
509810,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,53729,Single,Nova,19014.48,Standard,2015,7,,
735038,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,19045.5,Standard,2014,7,,
310833,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,55890,Divorced,Nova,19088.34,Standard,2014,5,2016,7
459404,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48521,Divorced,Nova,19160.99,Standard,2013,3,,
620969,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,48521,Divorced,Nova,19160.99,Standard,2018,6,,
762072,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,60470,Married,Nova,19190.32,Standard,2017,7,,
672600,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Nova,19228.46,Standard,2017,2,,
194493,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,61100,Married,Nova,19253.03,Standard,2016,5,,
693922,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Nova,19278.82,Standard,2014,10,,
454514,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Divorced,Nova,19323.24,Standard,2017,7,,
753141,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,96564,Divorced,Nova,5823.16,2018 Promotion,2018,4,,
931701,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,50611,Married,Nova,19357.8,Standard,2015,7,2016,3
208368,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,91239,Married,Nova,5838.9,2018 Promotion,2018,2,,
795084,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,188217,Married,Nova,19378.91,Standard,2017,9,,
828924,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,83497,Divorced,Nova,19393.21,Standard,2017,11,,
139699,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,69086,Single,Nova,19480.5,Standard,2018,8,,
815381,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,86276,Married,Nova,19483.24,Standard,2012,11,,
819842,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,86276,Married,Nova,19483.24,Standard,2017,8,,
758789,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Nova,19504.47,Standard,2017,10,,
390480,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,79148,Divorced,Nova,19597.06,Standard,2018,5,,
413994,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,93731,Married,Nova,19643.54,Standard,2016,4,,
683838,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,93731,Married,Nova,19643.54,Standard,2017,11,,
480957,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,81173,Married,Nova,19644.76,Standard,2016,2,,
956233,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,81173,Married,Nova,19644.76,Standard,2015,8,2016,4
434807,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Single,Nova,19668.87,Standard,2012,7,,
695162,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Nova,19668.87,Standard,2016,7,2017,12
950707,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,69609,Married,Nova,19685.41,Standard,2012,6,,
638469,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,51377,Married,Nova,5866.42,2018 Promotion,2018,3,,
130497,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,61565,Married,Nova,5928.75,2018 Promotion,2018,2,,
128587,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,80194,Married,Nova,19834.2,Standard,2017,7,,
576110,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,80194,Married,Nova,19834.2,Standard,2016,11,,
471944,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,19837.31,Standard,2015,3,2015,11
843378,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Nova,19872.26,Standard,2018,6,,
700650,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78559,Married,Nova,19884.92,Standard,2013,10,2018,7
942191,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Nova,6048.57,2018 Promotion,2018,4,2018,12
237402,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,19957.79,Standard,2015,2,,
353076,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Nova,19964.4,Standard,2018,6,,
878575,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,94226,Single,Nova,20067.4,Standard,2013,12,,
340802,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,99788,Married,Nova,20096.89,Standard,2016,12,,
486831,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,99788,Married,Nova,20096.89,Standard,2013,6,,
952696,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,99788,Married,Nova,20096.89,Standard,2017,12,,
173398,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,55958,Married,Nova,20120.56,Standard,2013,10,,
832301,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,50057,Married,Nova,20171.96,Standard,2012,8,,
851499,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Nova,6187.35,2018 Promotion,2018,2,2018,10
535151,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Married,Nova,20216.31,Standard,2012,5,,
881362,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Nova,20216.31,Standard,2017,5,,
678205,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,67358,Married,Nova,20230.97,Standard,2015,9,,
312744,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,58334,Married,Nova,20239.38,Standard,2018,8,,
910416,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,47670,Married,Nova,20266.5,Standard,2018,8,,
999940,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,47670,Married,Nova,20266.5,Standard,2017,7,,
222490,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,62800,Divorced,Nova,20314.44,Standard,2015,8,,
550539,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,56182,Single,Nova,20380.07,Standard,2018,1,,
687984,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,95936,Married,Nova,20461.15,Standard,2012,11,,
882911,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,95936,Married,Nova,20461.15,Standard,2016,1,,
751718,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,101878,Married,Nova,20474.15,Standard,2017,2,,
976007,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,101878,Married,Nova,20474.15,Standard,2013,7,,
647956,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,74580,Married,Nova,20477.11,Standard,2017,8,,
981691,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,51896,Married,Nova,20492.74,Standard,2017,5,,
145017,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,72936,Divorced,Nova,20498.83,Standard,2018,11,,
193827,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Nova,20579.69,Standard,2012,12,,
594672,Canada,Ontario,London,M5B 3E4,Female,Bachelor,79135,Married,Nova,20600.24,Standard,2014,11,,
667314,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,20604.02,Standard,2016,3,2018,3
452342,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,93451,Single,Nova,20635.08,Standard,2014,2,,
699751,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Nova,20714.94,Standard,2015,9,,
330278,Canada,Ontario,Toronto,M3R 4K8,Female,Doctor,116909,Married,Nova,20725.38,Standard,2015,6,,
467894,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,116909,Married,Nova,20725.38,Standard,2015,2,,
160640,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Nova,20766.67,Standard,2015,7,,
452994,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,98305,Married,Nova,6627.15,2018 Promotion,2018,3,,
601341,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Married,Nova,20774.02,Standard,2014,12,,
641039,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Married,Nova,20774.02,Standard,2017,9,,
737542,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Nova,20842.6,Standard,2013,12,,
497281,Canada,Ontario,London,M5B 3E4,Female,College,,Married,Nova,6637.23,2018 Promotion,2018,4,,
687401,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,20940.3,Standard,2014,11,,
462036,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,82937,Married,Nova,20946.19,Standard,2017,8,,
565634,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,20957.61,Standard,2013,10,2014,11
412880,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,84346,Married,Nova,20998.26,Standard,2013,12,,
558040,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,51573,Married,Nova,21034.02,Standard,2013,7,,
994940,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,51573,Married,Nova,21034.02,Standard,2014,5,,
732231,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,76797,Married,Nova,21101.21,Standard,2015,3,,
395622,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,21112.54,Standard,2015,6,,
812894,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Nova,21123.12,Standard,2015,7,,
888357,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,68290,Married,Nova,21147.28,Standard,2014,1,,
404805,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,67500,Married,Nova,21151.23,Standard,2018,7,,
866455,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Nova,21240.94,Standard,2016,3,,
163137,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,85659,Married,Nova,21255.5,Standard,2015,12,2016,8
837615,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,55801,Married,Nova,21274.34,Standard,2014,4,2014,12
164947,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Married,Nova,21283.64,Standard,2015,10,,
109517,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Divorced,Nova,21295.51,Standard,2015,5,,
801788,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,83666,Married,Nova,21312.38,Standard,2014,9,,
865198,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,83666,Married,Nova,21312.38,Standard,2015,5,,
272289,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Nova,21343.47,Standard,2014,11,2015,7
718752,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Nova,21404.36,Standard,2015,11,,
750199,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,47930,Single,Nova,21418.36,Standard,2015,6,2018,7
191044,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Nova,21423.64,Standard,2014,4,2017,1
220822,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Nova,21423.64,Standard,2013,3,,
477654,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Married,Nova,21423.64,Standard,2018,5,,
755290,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Nova,21423.64,Standard,2016,12,,
790165,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Nova,21423.64,Standard,2016,6,,
131772,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47030,Married,Nova,21435.88,Standard,2013,10,,
